OFFICIAL ELECTION RESULTS
Bucks
nameplace,Contest Name,Candidate Name,Votes,Voter Turnout
"Quakertown Boro 4th","Representative in Congress (Rep)","Mark Houck","42","29.15%"
"Quakertown Boro 4th","Representative in Congress (Rep)","Write-in","0","29.15%"
"Quakertown Boro 4th","Representative in the General Assembly 145th (Dem)","Vera Cole","89","29.15%"
"Quakertown Boro 4th","Representative in the General Assembly 145th (Dem)","Write-in","1","29.15%"
"Quakertown Boro 4th","Representative in the General Assembly 145th (Rep)","Craig Staats","137","29.15%"
"Quakertown Boro 4th","Representative in the General Assembly 145th (Rep)","Write-in","0","29.15%"
"Quakertown Boro 4th","Delegate to the Democratic National Convention (Dem)","Arthur Steinberg","80","29.15%"
"Quakertown Boro 4th","Delegate to the Democratic National Convention (Dem)","Diane M. Ellis-Marseglia","79","29.15%"
"Quakertown Boro 4th","Delegate to the Democratic National Convention (Dem)","Eleanor Breslin","80","29.15%"
"Quakertown Boro 4th","Delegate to the Democratic National Convention (Dem)","Steven Santarsiero","75","29.15%"
"Quakertown Boro 4th","Delegate to the Democratic National Convention (Dem)","Yota Palli","72","29.15%"
"Quakertown Boro 4th","Delegate to the Democratic National Convention (Dem)","Charles Quann","70","29.15%"
"Quakertown Boro 4th","Delegate to the Democratic National Convention (Dem)","Write-in","2","29.15%"
"Quakertown Boro 4th","Delegate to the Democratic National Convention (Dem)","Write-in","1","29.15%"
"Quakertown Boro 4th","Delegate to the Democratic National Convention (Dem)","Write-in","1","29.15%"
"Quakertown Boro 4th","Delegate to the Democratic National Convention (Dem)","Write-in","1","29.15%"
"Quakertown Boro 4th","Delegate to the Democratic National Convention (Dem)","Write-in","1","29.15%"
"Quakertown Boro 4th","Delegate to the Democratic National Convention (Dem)","Write-in","1","29.15%"
"Quakertown Boro 4th","Delegate to the Republican National Convention  (Rep)","Marie Miller","38","29.15%"
"Quakertown Boro 4th","Delegate to the Republican National Convention  (Rep)","Ellen Cox","84","29.15%"
"Quakertown Boro 4th","Delegate to the Republican National Convention  (Rep)","Liz Diehl","39","29.15%"
"Quakertown Boro 4th","Delegate to the Republican National Convention  (Rep)","Jim Worthington","98","29.15%"
"Quakertown Boro 4th","Delegate to the Republican National Convention  (Rep)","David A. Christian","93","29.15%"
"Quakertown Boro 4th","Delegate to the Republican National Convention  (Rep)","Write-in","0","29.15%"
"Quakertown Boro 4th","Delegate to the Republican National Convention  (Rep)","Write-in","0","29.15%"
"Quakertown Boro 4th","Delegate to the Republican National Convention  (Rep)","Write-in","0","29.15%"
"Quakertown Boro 4th","Alternate Delegate to the Republican National Convention  (Rep)","Mike Domanico","51","29.15%"
"Quakertown Boro 4th","Alternate Delegate to the Republican National Convention  (Rep)","Vanessa Maurer","76","29.15%"
"Quakertown Boro 4th","Alternate Delegate to the Republican National Convention  (Rep)","Kathie Doyle","95","29.15%"
"Quakertown Boro 4th","Alternate Delegate to the Republican National Convention  (Rep)","Khalif M. Williams, Sr.","13","29.15%"
"Quakertown Boro 4th","Alternate Delegate to the Republican National Convention  (Rep)","Ron Arooj","12","29.15%"
"Quakertown Boro 4th","Alternate Delegate to the Republican National Convention  (Rep)","Andrea Winstanley","17","29.15%"
"Quakertown Boro 4th","Alternate Delegate to the Republican National Convention  (Rep)","Sharon Diasio","79","29.15%"
"Quakertown Boro 4th","Alternate Delegate to the Republican National Convention  (Rep)","Write-in","0","29.15%"
"Quakertown Boro 4th","Alternate Delegate to the Republican National Convention  (Rep)","Write-in","0","29.15%"
"Quakertown Boro 4th","Alternate Delegate to the Republican National Convention  (Rep)","Write-in","0","29.15%"
"Quakertown Boro 4th","Quakertown Boro 4th Ward Committeeman (Rep)","Michael J. Johnson","127","29.15%"
"Quakertown Boro 4th","Quakertown Boro 4th Ward Committeeman (Rep)","Write-in","2","29.15%"
"Quakertown Boro 4th","Quakertown Boro 4th Ward Committeewoman (Rep)","Rosanne M. Johnson","123","29.15%"
"Quakertown Boro 4th","Quakertown Boro 4th Ward Committeewoman (Rep)","Write-in","2","29.15%"
"Richland Twp #1","Presidential Electors  (Dem)","Joseph R. Biden, Jr.","362","29.25%"
"Richland Twp #1","Presidential Electors  (Dem)","Dean Phillips","16","29.25%"
"Richland Twp #1","Presidential Electors  (Dem)","Write-in","8","29.25%"
"Richland Twp #1","Presidential Electors (Rep)","Nikki R. Haley","85","29.25%"
"Richland Twp #1","Presidential Electors (Rep)","Donald J. Trump","357","29.25%"
"Richland Twp #1","Presidential Electors (Rep)","Write-in","21","29.25%"
"Richland Twp #1","United States Senator (Dem)","Robert P. Casey, Jr.","378","29.25%"
"Richland Twp #1","United States Senator (Dem)","Write-in","2","29.25%"
"Richland Twp #1","United States Senator (Rep)","Dave McCormick","421","29.25%"
"Richland Twp #1","United States Senator (Rep)","Write-in","13","29.25%"
"Richland Twp #1","Attorney General (Dem)","Jack Stollsteimer","69","29.25%"
"Richland Twp #1","Attorney General (Dem)","Eugene DePasquale","22","29.25%"
"Richland Twp #1","Attorney General (Dem)","Joe Khan","221","29.25%"
"Richland Twp #1","Attorney General (Dem)","Keir Bradford-Grey","38","29.25%"
"Richland Twp #1","Attorney General (Dem)","Jared Solomon","30","29.25%"
"Richland Twp #1","Attorney General (Dem)","Write-in","0","29.25%"
"Richland Twp #1","Attorney General (Rep)","Dave Sunday","288","29.25%"
"Richland Twp #1","Attorney General (Rep)","Craig Williams","140","29.25%"
"Richland Twp #1","Attorney General (Rep)","Write-in","6","29.25%"
"Richland Twp #1","Auditor General (Dem)","Malcolm Kenyatta","170","29.25%"
"Richland Twp #1","Auditor General (Dem)","Mark Pinsley","203","29.25%"
"Richland Twp #1","Auditor General (Dem)","Write-in","0","29.25%"
"Richland Twp #1","Auditor General (Rep)","Tim DeFoor","417","29.25%"
"Richland Twp #1","Auditor General (Rep)","Write-in","8","29.25%"
"Richland Twp #1","State Treasurer (Dem)","Ryan Bizzarro","167","29.25%"
"Richland Twp #1","State Treasurer (Dem)","Erin McClelland","206","29.25%"
"Richland Twp #1","State Treasurer (Dem)","Write-in","0","29.25%"
"Richland Twp #1","State Treasurer (Rep)","Stacy Garrity","411","29.25%"
"Richland Twp #1","State Treasurer (Rep)","Write-in","8","29.25%"
"Richland Twp #1","Representative in Congress (Dem)","Ashley Ehasz","376","29.25%"
"Richland Twp #1","Representative in Congress (Dem)","Write-in","1","29.25%"
"Richland Twp #1","Representative in Congress (Rep)","Brian Fitzpatrick","245","29.25%"
"Richland Twp #1","Representative in Congress (Rep)","Mark Houck","210","29.25%"
"Richland Twp #1","Representative in Congress (Rep)","Write-in","6","29.25%"
"Richland Twp #1","Representative in the General Assembly 145th (Dem)","Vera Cole","377","29.25%"
"Richland Twp #1","Representative in the General Assembly 145th (Dem)","Write-in","0","29.25%"
"Richland Twp #1","Representative in the General Assembly 145th (Rep)","Craig Staats","448","29.25%"
"Richland Twp #1","Representative in the General Assembly 145th (Rep)","Write-in","8","29.25%"
"Richland Twp #1","Delegate to the Democratic National Convention (Dem)","Arthur Steinberg","320","29.25%"
"Richland Twp #1","Delegate to the Democratic National Convention (Dem)","Diane M. Ellis-Marseglia","342","29.25%"
"Richland Twp #1","Delegate to the Democratic National Convention (Dem)","Eleanor Breslin","331","29.25%"
"Richland Twp #1","Delegate to the Democratic National Convention (Dem)","Steven Santarsiero","325","29.25%"
"Richland Twp #1","Delegate to the Democratic National Convention (Dem)","Yota Palli","313","29.25%"
"Richland Twp #1","Delegate to the Democratic National Convention (Dem)","Charles Quann","304","29.25%"
"Richland Twp #1","Delegate to the Democratic National Convention (Dem)","Write-in","1","29.25%"
"Richland Twp #1","Delegate to the Democratic National Convention (Dem)","Write-in","0","29.25%"
"Richland Twp #1","Delegate to the Democratic National Convention (Dem)","Write-in","0","29.25%"
"Richland Twp #1","Delegate to the Democratic National Convention (Dem)","Write-in","0","29.25%"
"Richland Twp #1","Delegate to the Democratic National Convention (Dem)","Write-in","0","29.25%"
"Richland Twp #1","Delegate to the Democratic National Convention (Dem)","Write-in","0","29.25%"
"Richland Twp #1","Delegate to the Republican National Convention  (Rep)","Marie Miller","161","29.25%"
"Richland Twp #1","Delegate to the Republican National Convention  (Rep)","Ellen Cox","229","29.25%"
"Richland Twp #1","Delegate to the Republican National Convention  (Rep)","Liz Diehl","151","29.25%"
"Richland Twp #1","Delegate to the Republican National Convention  (Rep)","Jim Worthington","320","29.25%"
"Richland Twp #1","Delegate to the Republican National Convention  (Rep)","David A. Christian","252","29.25%"
"Richland Twp #1","Delegate to the Republican National Convention  (Rep)","Write-in","5","29.25%"
"Richland Twp #1","Delegate to the Republican National Convention  (Rep)","Write-in","3","29.25%"
"Richland Twp #1","Delegate to the Republican National Convention  (Rep)","Write-in","2","29.25%"
"Richland Twp #1","Alternate Delegate to the Republican National Convention  (Rep)","Mike Domanico","162","29.25%"
"Richland Twp #1","Alternate Delegate to the Republican National Convention  (Rep)","Vanessa Maurer","206","29.25%"
"Richland Twp #1","Alternate Delegate to the Republican National Convention  (Rep)","Kathie Doyle","311","29.25%"
"Richland Twp #1","Alternate Delegate to the Republican National Convention  (Rep)","Khalif M. Williams, Sr.","64","29.25%"
"Richland Twp #1","Alternate Delegate to the Republican National Convention  (Rep)","Ron Arooj","43","29.25%"
"Richland Twp #1","Alternate Delegate to the Republican National Convention  (Rep)","Andrea Winstanley","103","29.25%"
"Richland Twp #1","Alternate Delegate to the Republican National Convention  (Rep)","Sharon Diasio","192","29.25%"
"Richland Twp #1","Alternate Delegate to the Republican National Convention  (Rep)","Write-in","3","29.25%"
"Richland Twp #1","Alternate Delegate to the Republican National Convention  (Rep)","Write-in","1","29.25%"
"Richland Twp #1","Alternate Delegate to the Republican National Convention  (Rep)","Write-in","1","29.25%"
"Richland Twp #1","Richland Twp Dist 1 Committeeman (Rep)","Steven C. Dawson","349","29.25%"
"Richland Twp #1","Richland Twp Dist 1 Committeeman (Rep)","Write-in","6","29.25%"
"Richland Twp #1","Richland Twp Dist 1 Committeewoman (Rep)","Linda M. Strickland","401","29.25%"
"Richland Twp #1","Richland Twp Dist 1 Committeewoman (Rep)","Write-in","6","29.25%"
"Richland Twp #2","Presidential Electors  (Dem)","Joseph R. Biden, Jr.","165","29.14%"
"Richland Twp #2","Presidential Electors  (Dem)","Dean Phillips","10","29.14%"
"Richland Twp #2","Presidential Electors  (Dem)","Write-in","2","29.14%"
"Richland Twp #2","Presidential Electors (Rep)","Nikki R. Haley","30","29.14%"
"Richland Twp #2","Presidential Electors (Rep)","Donald J. Trump","282","29.14%"
"Richland Twp #2","Presidential Electors (Rep)","Write-in","3","29.14%"
"Richland Twp #2","United States Senator (Dem)","Robert P. Casey, Jr.","177","29.14%"
"Richland Twp #2","United States Senator (Dem)","Write-in","0","29.14%"
"Richland Twp #2","United States Senator (Rep)","Dave McCormick","292","29.14%"
"Richland Twp #2","United States Senator (Rep)","Write-in","7","29.14%"
"Richland Twp #2","Attorney General (Dem)","Jack Stollsteimer","28","29.14%"
"Richland Twp #2","Attorney General (Dem)","Eugene DePasquale","10","29.14%"
"Richland Twp #2","Attorney General (Dem)","Joe Khan","113","29.14%"
"Richland Twp #2","Attorney General (Dem)","Keir Bradford-Grey","9","29.14%"
"Richland Twp #2","Attorney General (Dem)","Jared Solomon","14","29.14%"
"Richland Twp #2","Attorney General (Dem)","Write-in","1","29.14%"
"Richland Twp #2","Attorney General (Rep)","Dave Sunday","244","29.14%"
"Richland Twp #2","Attorney General (Rep)","Craig Williams","55","29.14%"
"Richland Twp #2","Attorney General (Rep)","Write-in","0","29.14%"
"Richland Twp #2","Auditor General (Dem)","Malcolm Kenyatta","65","29.14%"
"Richland Twp #2","Auditor General (Dem)","Mark Pinsley","107","29.14%"
"Richland Twp #2","Auditor General (Dem)","Write-in","1","29.14%"
"Richland Twp #2","Auditor General (Rep)","Tim DeFoor","294","29.14%"
"Richland Twp #2","Auditor General (Rep)","Write-in","3","29.14%"
"Richland Twp #2","State Treasurer (Dem)","Ryan Bizzarro","71","29.14%"
"Richland Twp #2","State Treasurer (Dem)","Erin McClelland","104","29.14%"
"Richland Twp #2","State Treasurer (Dem)","Write-in","0","29.14%"
"Richland Twp #2","State Treasurer (Rep)","Stacy Garrity","291","29.14%"
"Richland Twp #2","State Treasurer (Rep)","Write-in","2","29.14%"
"Richland Twp #2","Representative in Congress (Dem)","Ashley Ehasz","174","29.14%"
"Richland Twp #2","Representative in Congress (Dem)","Write-in","0","29.14%"
"Richland Twp #2","Representative in Congress (Rep)","Brian Fitzpatrick","205","29.14%"
"Richland Twp #2","Representative in Congress (Rep)","Mark Houck","107","29.14%"
"Richland Twp #2","Representative in Congress (Rep)","Write-in","1","29.14%"
"Richland Twp #2","Representative in the General Assembly 145th (Dem)","Vera Cole","171","29.14%"
"Richland Twp #2","Representative in the General Assembly 145th (Dem)","Write-in","0","29.14%"
"Richland Twp #2","Representative in the General Assembly 145th (Rep)","Craig Staats","308","29.14%"
"Richland Twp #2","Representative in the General Assembly 145th (Rep)","Write-in","1","29.14%"
"Richland Twp #2","Delegate to the Democratic National Convention (Dem)","Arthur Steinberg","147","29.14%"
"Richland Twp #2","Delegate to the Democratic National Convention (Dem)","Diane M. Ellis-Marseglia","158","29.14%"
"Richland Twp #2","Delegate to the Democratic National Convention (Dem)","Eleanor Breslin","155","29.14%"
"Richland Twp #2","Delegate to the Democratic National Convention (Dem)","Steven Santarsiero","143","29.14%"
"Richland Twp #2","Delegate to the Democratic National Convention (Dem)","Yota Palli","140","29.14%"
"Richland Twp #2","Delegate to the Democratic National Convention (Dem)","Charles Quann","138","29.14%"
"Richland Twp #2","Delegate to the Democratic National Convention (Dem)","Write-in","0","29.14%"
"Richland Twp #2","Delegate to the Democratic National Convention (Dem)","Write-in","0","29.14%"
"Richland Twp #2","Delegate to the Democratic National Convention (Dem)","Write-in","0","29.14%"
"Richland Twp #2","Delegate to the Democratic National Convention (Dem)","Write-in","0","29.14%"
"Richland Twp #2","Delegate to the Democratic National Convention (Dem)","Write-in","0","29.14%"
"Richland Twp #2","Delegate to the Democratic National Convention (Dem)","Write-in","0","29.14%"
"Richland Twp #2","Delegate to the Republican National Convention  (Rep)","Marie Miller","41","29.14%"
"Richland Twp #2","Delegate to the Republican National Convention  (Rep)","Ellen Cox","220","29.14%"
"Richland Twp #2","Delegate to the Republican National Convention  (Rep)","Liz Diehl","51","29.14%"
"Richland Twp #2","Delegate to the Republican National Convention  (Rep)","Jim Worthington","255","29.14%"
"Richland Twp #2","Delegate to the Republican National Convention  (Rep)","David A. Christian","232","29.14%"
"Richland Twp #2","Delegate to the Republican National Convention  (Rep)","Write-in","3","29.14%"
"Richland Twp #2","Delegate to the Republican National Convention  (Rep)","Write-in","0","29.14%"
"Richland Twp #2","Delegate to the Republican National Convention  (Rep)","Write-in","0","29.14%"
"Richland Twp #2","Alternate Delegate to the Republican National Convention  (Rep)","Mike Domanico","62","29.14%"
"Richland Twp #2","Alternate Delegate to the Republican National Convention  (Rep)","Vanessa Maurer","215","29.14%"
"Richland Twp #2","Alternate Delegate to the Republican National Convention  (Rep)","Kathie Doyle","241","29.14%"
"Richland Twp #2","Alternate Delegate to the Republican National Convention  (Rep)","Khalif M. Williams, Sr.","16","29.14%"
"Richland Twp #2","Alternate Delegate to the Republican National Convention  (Rep)","Ron Arooj","22","29.14%"
"Richland Twp #2","Alternate Delegate to the Republican National Convention  (Rep)","Andrea Winstanley","39","29.14%"
"Richland Twp #2","Alternate Delegate to the Republican National Convention  (Rep)","Sharon Diasio","202","29.14%"
"Richland Twp #2","Alternate Delegate to the Republican National Convention  (Rep)","Write-in","2","29.14%"
"Richland Twp #2","Alternate Delegate to the Republican National Convention  (Rep)","Write-in","0","29.14%"
"Richland Twp #2","Alternate Delegate to the Republican National Convention  (Rep)","Write-in","0","29.14%"
"Richland Twp #2","Richland Twp Dist 2 Committeeman (Rep)","Raymond Goodnoe","295","29.14%"
"Richland Twp #2","Richland Twp Dist 2 Committeeman (Rep)","Write-in","5","29.14%"
"Richland Twp #2","Richland Twp Dist 2 Committeewoman (Rep)","Robyn M. Goodnoe","293","29.14%"
"Richland Twp #2","Richland Twp Dist 2 Committeewoman (Rep)","Write-in","8","29.14%"
"Richland Twp #3","Presidential Electors  (Dem)","Joseph R. Biden, Jr.","140","27.83%"
"Richland Twp #3","Presidential Electors  (Dem)","Dean Phillips","7","27.83%"
"Richland Twp #3","Presidential Electors  (Dem)","Write-in","6","27.83%"
"Richland Twp #3","Presidential Electors (Rep)","Nikki R. Haley","38","27.83%"
"Richland Twp #3","Presidential Electors (Rep)","Donald J. Trump","169","27.83%"
"Richland Twp #3","Presidential Electors (Rep)","Write-in","3","27.83%"
"Richland Twp #3","United States Senator (Dem)","Robert P. Casey, Jr.","153","27.83%"
"Richland Twp #3","United States Senator (Dem)","Write-in","1","27.83%"
"Richland Twp #3","United States Senator (Rep)","Dave McCormick","197","27.83%"
"Richland Twp #3","United States Senator (Rep)","Write-in","3","27.83%"
"Richland Twp #3","Attorney General (Dem)","Jack Stollsteimer","26","27.83%"
"Richland Twp #3","Attorney General (Dem)","Eugene DePasquale","8","27.83%"
"Richland Twp #3","Attorney General (Dem)","Joe Khan","95","27.83%"
"Richland Twp #3","Attorney General (Dem)","Keir Bradford-Grey","13","27.83%"
"Richland Twp #3","Attorney General (Dem)","Jared Solomon","13","27.83%"
"Richland Twp #3","Attorney General (Dem)","Write-in","0","27.83%"
"Richland Twp #3","Attorney General (Rep)","Dave Sunday","133","27.83%"
"Richland Twp #3","Attorney General (Rep)","Craig Williams","60","27.83%"
"Richland Twp #3","Attorney General (Rep)","Write-in","2","27.83%"
"Richland Twp #3","Auditor General (Dem)","Malcolm Kenyatta","72","27.83%"
"Richland Twp #3","Auditor General (Dem)","Mark Pinsley","78","27.83%"
"Richland Twp #3","Auditor General (Dem)","Write-in","1","27.83%"
"Richland Twp #3","Auditor General (Rep)","Tim DeFoor","193","27.83%"
"Richland Twp #3","Auditor General (Rep)","Write-in","2","27.83%"
"Richland Twp #3","State Treasurer (Dem)","Ryan Bizzarro","73","27.83%"
"Richland Twp #3","State Treasurer (Dem)","Erin McClelland","72","27.83%"
"Richland Twp #3","State Treasurer (Dem)","Write-in","0","27.83%"
"Richland Twp #3","State Treasurer (Rep)","Stacy Garrity","196","27.83%"
"Richland Twp #3","State Treasurer (Rep)","Write-in","3","27.83%"
"Richland Twp #3","Representative in Congress (Dem)","Ashley Ehasz","152","27.83%"
"Richland Twp #3","Representative in Congress (Dem)","Write-in","0","27.83%"
"Richland Twp #3","Representative in Congress (Rep)","Brian Fitzpatrick","132","27.83%"
"Richland Twp #3","Representative in Congress (Rep)","Mark Houck","75","27.83%"
"Richland Twp #3","Representative in Congress (Rep)","Write-in","2","27.83%"
"Richland Twp #3","Representative in the General Assembly 145th (Dem)","Vera Cole","152","27.83%"
"Richland Twp #3","Representative in the General Assembly 145th (Dem)","Write-in","0","27.83%"
"Richland Twp #3","Representative in the General Assembly 145th (Rep)","Craig Staats","198","27.83%"
"Richland Twp #3","Representative in the General Assembly 145th (Rep)","Write-in","3","27.83%"
"Richland Twp #3","Delegate to the Democratic National Convention (Dem)","Arthur Steinberg","133","27.83%"
"Richland Twp #3","Delegate to the Democratic National Convention (Dem)","Diane M. Ellis-Marseglia","134","27.83%"
"Richland Twp #3","Delegate to the Democratic National Convention (Dem)","Eleanor Breslin","134","27.83%"
"Richland Twp #3","Delegate to the Democratic National Convention (Dem)","Steven Santarsiero","130","27.83%"
"Richland Twp #3","Delegate to the Democratic National Convention (Dem)","Yota Palli","126","27.83%"
"Richland Twp #3","Delegate to the Democratic National Convention (Dem)","Charles Quann","129","27.83%"
"Richland Twp #3","Delegate to the Democratic National Convention (Dem)","Write-in","3","27.83%"
"Richland Twp #3","Delegate to the Democratic National Convention (Dem)","Write-in","2","27.83%"
"Richland Twp #3","Delegate to the Democratic National Convention (Dem)","Write-in","1","27.83%"
"Richland Twp #3","Delegate to the Democratic National Convention (Dem)","Write-in","1","27.83%"
"Richland Twp #3","Delegate to the Democratic National Convention (Dem)","Write-in","1","27.83%"
"Richland Twp #3","Delegate to the Democratic National Convention (Dem)","Write-in","1","27.83%"
"Richland Twp #3","Delegate to the Republican National Convention  (Rep)","Marie Miller","57","27.83%"
"Richland Twp #3","Delegate to the Republican National Convention  (Rep)","Ellen Cox","130","27.83%"
"Richland Twp #3","Delegate to the Republican National Convention  (Rep)","Liz Diehl","54","27.83%"
"Richland Twp #3","Delegate to the Republican National Convention  (Rep)","Jim Worthington","152","27.83%"
"Richland Twp #3","Delegate to the Republican National Convention  (Rep)","David A. Christian","147","27.83%"
"Richland Twp #3","Delegate to the Republican National Convention  (Rep)","Write-in","5","27.83%"
"Richland Twp #3","Delegate to the Republican National Convention  (Rep)","Write-in","3","27.83%"
"Richland Twp #3","Delegate to the Republican National Convention  (Rep)","Write-in","1","27.83%"
"Richland Twp #3","Alternate Delegate to the Republican National Convention  (Rep)","Mike Domanico","67","27.83%"
"Richland Twp #3","Alternate Delegate to the Republican National Convention  (Rep)","Vanessa Maurer","125","27.83%"
"Richland Twp #3","Alternate Delegate to the Republican National Convention  (Rep)","Kathie Doyle","149","27.83%"
"Richland Twp #3","Alternate Delegate to the Republican National Convention  (Rep)","Khalif M. Williams, Sr.","19","27.83%"
"Richland Twp #3","Alternate Delegate to the Republican National Convention  (Rep)","Ron Arooj","15","27.83%"
"Richland Twp #3","Alternate Delegate to the Republican National Convention  (Rep)","Andrea Winstanley","40","27.83%"
"Richland Twp #3","Alternate Delegate to the Republican National Convention  (Rep)","Sharon Diasio","107","27.83%"
"Richland Twp #3","Alternate Delegate to the Republican National Convention  (Rep)","Write-in","3","27.83%"
"Richland Twp #3","Alternate Delegate to the Republican National Convention  (Rep)","Write-in","0","27.83%"
"Richland Twp #3","Alternate Delegate to the Republican National Convention  (Rep)","Write-in","0","27.83%"
"Richland Twp #3","Richland Twp Dist 3 Committeeman (Rep)","Tim Wieand","197","27.83%"
"Richland Twp #3","Richland Twp Dist 3 Committeeman (Rep)","Write-in","2","27.83%"
"Richland Twp #3","Richland Twp Dist 3 Committeewoman (Rep)","Cathleen Ryzner","196","27.83%"
"Richland Twp #3","Richland Twp Dist 3 Committeewoman (Rep)","Write-in","2","27.83%"
"Richland Twp #4","Presidential Electors  (Dem)","Joseph R. Biden, Jr.","181","25.36%"
"Richland Twp #4","Presidential Electors  (Dem)","Dean Phillips","10","25.36%"
"Richland Twp #4","Presidential Electors  (Dem)","Write-in","6","25.36%"
"Richland Twp #4","Presidential Electors (Rep)","Nikki R. Haley","33","25.36%"
"Richland Twp #4","Presidential Electors (Rep)","Donald J. Trump","235","25.36%"
"Richland Twp #4","Presidential Electors (Rep)","Write-in","6","25.36%"
"Richland Twp #4","United States Senator (Dem)","Robert P. Casey, Jr.","191","25.36%"
"Richland Twp #4","United States Senator (Dem)","Write-in","4","25.36%"
"Richland Twp #4","United States Senator (Rep)","Dave McCormick","260","25.36%"
"Richland Twp #4","United States Senator (Rep)","Write-in","1","25.36%"
"Richland Twp #4","Attorney General (Dem)","Jack Stollsteimer","31","25.36%"
"Richland Twp #4","Attorney General (Dem)","Eugene DePasquale","12","25.36%"
"Richland Twp #4","Attorney General (Dem)","Joe Khan","113","25.36%"
"Richland Twp #4","Attorney General (Dem)","Keir Bradford-Grey","14","25.36%"
"Richland Twp #4","Attorney General (Dem)","Jared Solomon","23","25.36%"
"Richland Twp #4","Attorney General (Dem)","Write-in","1","25.36%"
"Richland Twp #4","Attorney General (Rep)","Dave Sunday","143","25.36%"
"Richland Twp #4","Attorney General (Rep)","Craig Williams","120","25.36%"
"Richland Twp #4","Attorney General (Rep)","Write-in","0","25.36%"
"Richland Twp #4","Auditor General (Dem)","Malcolm Kenyatta","84","25.36%"
"Richland Twp #4","Auditor General (Dem)","Mark Pinsley","105","25.36%"
"Richland Twp #4","Auditor General (Dem)","Write-in","1","25.36%"
"Richland Twp #4","Auditor General (Rep)","Tim DeFoor","249","25.36%"
"Richland Twp #4","Auditor General (Rep)","Write-in","0","25.36%"
"Richland Twp #4","State Treasurer (Dem)","Ryan Bizzarro","82","25.36%"
"Richland Twp #4","State Treasurer (Dem)","Erin McClelland","99","25.36%"
"Richland Twp #4","State Treasurer (Dem)","Write-in","1","25.36%"
"Richland Twp #4","State Treasurer (Rep)","Stacy Garrity","254","25.36%"
"Richland Twp #4","State Treasurer (Rep)","Write-in","1","25.36%"
"Richland Twp #4","Representative in Congress (Dem)","Ashley Ehasz","189","25.36%"
"Richland Twp #4","Representative in Congress (Dem)","Write-in","2","25.36%"
"Richland Twp #4","Representative in Congress (Rep)","Brian Fitzpatrick","166","25.36%"
"Richland Twp #4","Representative in Congress (Rep)","Mark Houck","111","25.36%"
"Richland Twp #4","Representative in Congress (Rep)","Write-in","0","25.36%"
"Richland Twp #4","Representative in the General Assembly 145th (Dem)","Vera Cole","187","25.36%"
"Richland Twp #4","Representative in the General Assembly 145th (Dem)","Write-in","2","25.36%"
"Richland Twp #4","Representative in the General Assembly 145th (Rep)","Craig Staats","275","25.36%"
"Richland Twp #4","Representative in the General Assembly 145th (Rep)","Write-in","0","25.36%"
"Richland Twp #4","Delegate to the Democratic National Convention (Dem)","Arthur Steinberg","154","25.36%"
"Richland Twp #4","Delegate to the Democratic National Convention (Dem)","Diane M. Ellis-Marseglia","165","25.36%"
"Richland Twp #4","Delegate to the Democratic National Convention (Dem)","Eleanor Breslin","162","25.36%"
"Richland Twp #4","Delegate to the Democratic National Convention (Dem)","Steven Santarsiero","153","25.36%"
"Richland Twp #4","Delegate to the Democratic National Convention (Dem)","Yota Palli","146","25.36%"
"Richland Twp #4","Delegate to the Democratic National Convention (Dem)","Charles Quann","146","25.36%"
"Richland Twp #4","Delegate to the Democratic National Convention (Dem)","Write-in","5","25.36%"
"Richland Twp #4","Delegate to the Democratic National Convention (Dem)","Write-in","0","25.36%"
"Richland Twp #4","Delegate to the Democratic National Convention (Dem)","Write-in","0","25.36%"
"Richland Twp #4","Delegate to the Democratic National Convention (Dem)","Write-in","0","25.36%"
"Richland Twp #4","Delegate to the Democratic National Convention (Dem)","Write-in","0","25.36%"
"Richland Twp #4","Delegate to the Democratic National Convention (Dem)","Write-in","0","25.36%"
"Richland Twp #4","Delegate to the Republican National Convention  (Rep)","Marie Miller","104","25.36%"
"Richland Twp #4","Delegate to the Republican National Convention  (Rep)","Ellen Cox","116","25.36%"
"Richland Twp #4","Delegate to the Republican National Convention  (Rep)","Liz Diehl","93","25.36%"
"Richland Twp #4","Delegate to the Republican National Convention  (Rep)","Jim Worthington","182","25.36%"
"Richland Twp #4","Delegate to the Republican National Convention  (Rep)","David A. Christian","158","25.36%"
"Richland Twp #4","Delegate to the Republican National Convention  (Rep)","Write-in","1","25.36%"
"Richland Twp #4","Delegate to the Republican National Convention  (Rep)","Write-in","1","25.36%"
"Richland Twp #4","Delegate to the Republican National Convention  (Rep)","Write-in","1","25.36%"
"Richland Twp #4","Alternate Delegate to the Republican National Convention  (Rep)","Mike Domanico","120","25.36%"
"Richland Twp #4","Alternate Delegate to the Republican National Convention  (Rep)","Vanessa Maurer","108","25.36%"
"Richland Twp #4","Alternate Delegate to the Republican National Convention  (Rep)","Kathie Doyle","185","25.36%"
"Richland Twp #4","Alternate Delegate to the Republican National Convention  (Rep)","Khalif M. Williams, Sr.","21","25.36%"
"Richland Twp #4","Alternate Delegate to the Republican National Convention  (Rep)","Ron Arooj","24","25.36%"
"Richland Twp #4","Alternate Delegate to the Republican National Convention  (Rep)","Andrea Winstanley","60","25.36%"
"Richland Twp #4","Alternate Delegate to the Republican National Convention  (Rep)","Sharon Diasio","103","25.36%"
